,序号,股票代码,股票简称,相关,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业
13,3564,601666,平煤股份,详细  数据  股吧,14.42,1.98,8.33,11.42,1.78,0.05,1.01,4.06,煤炭行业
14,3565,601668,中国建筑,详细  数据  股吧,5.88,-1.67,4.62,4.80,0.71,0.32,0.13,-3.96,工程建设
15,3566,601669,中国电建,详细  数据  股吧,7.08,-1.26,12.36,12.55,1.15,1.50,0.24,5.78,工程建设
16,3567,601677,明泰铝业,详细  数据  股吧,25.5,0.47,11.62,13.30,2.21,0.15,0.9,12.41,有色金属
17,3568,601678,滨化股份,详细  数据  股吧,5.66,0.0,7.76,7.16,1.07,0.04,1.24,7.52,化学原料
18,3569,601686,友发集团,详细  数据  股吧,7.59,-0.13,25.05,17.78,1.79,-,0.16,20.24,钢铁行业
19,3570,601688,华泰证券,详细  数据  股吧,13.08,0.23,9.69,8.90,0.84,0.41,3.27,-3.32,证券
20,3571,601689,拓普集团,详细  数据  股吧,55.86,2.01,53.20,60.52,5.61,0.84,4.82,43.43,汽车零部件
21,3572,601696,中银证券,详细  数据  股吧,12.3,0.65,36.34,35.53,2.14,4.16,10.33,4.95,证券
22,3573,601698,中国卫通,详细  数据  股吧,10.39,0.39,70.00,72.62,3.43,3.77,15.73,17.97,通信服务
23,3574,601699,潞安环能,详细  数据  股吧,14.14,1.65,5.58,6.31,1.12,0.02,0.83,4.34,煤炭行业
24,3575,601700,风范股份,详细  数据  股吧,4.46,-0.22,61.02,54.52,1.93,-,1.52,33.43,电网设备
25,3576,601702,华峰铝业,详细  数据  股吧,8.11,2.79,16.17,16.19,2.5,0.15,1.16,153.61,有色金属
26,3577,601717,郑煤机,详细  数据  股吧,12.19,-0.33,10.46,11.14,1.38,0.15,0.73,7.1,汽车零部件
27,3578,601718,际华集团,详细  数据  股吧,2.88,-1.03,-,-,0.74,-,0.78,71.92,纺织服装
28,3579,601727,上海电气,详细  数据  股吧,3.84,0.26,-,-,1.03,0.00,0.46,-9.46,电源设备
29,3580,601728,中国电信,详细  数据  股吧,3.85,0.0,13.18,13.58,0.81,0.53,0.79,2.52,通信服务
30,3581,601766,中国中车,详细  数据  股吧,4.97,-0.4,15.54,13.84,0.96,-,0.66,5.82,交运设备
31,3582,601777,力帆科技,详细  数据  股吧,4.26,3.9,211.52,344.52,1.88,-,4.37,-128.76,汽车整车
32,3583,601778,晶科科技,详细  数据  股吧,4.78,1.27,33.57,38.32,1.17,-,3.91,10.45,电力行业
33,3584,601788,光大证券,详细  数据  股吧,11.3,0.18,15.09,14.95,0.97,0.20,3.35,6.47,证券
34,3585,601789,宁波建工,详细  数据  股吧,6.03,-6.37,15.14,15.76,1.74,0.29,0.31,-9.66,工程建设
35,3586,601798,蓝科高新,详细  数据  股吧,5.93,1.02,-,-,1.33,0.01,2.54,61.27,专用设备
36,3587,601799,星宇股份,详细  数据  股吧,135.0,4.51,41.32,40.62,4.75,-,4.74,36.24,汽车零部件
37,3588,601800,中国交建,详细  数据  股吧,10.13,-2.41,8.73,9.10,0.71,0.93,0.23,-13.54,工程建设
38,3589,601801,皖新传媒,详细  数据  股吧,4.75,-1.45,13.97,14.77,0.84,3.71,0.89,8.91,文化传媒
39,3590,601808,中海油服,详细  数据  股吧,13.13,2.98,143.77,200.05,1.63,-,2.08,10.06,采掘行业
40,3591,601811,新华文轩,详细  数据  股吧,8.82,-0.68,8.25,8.33,0.94,2.24,1.02,5.37,文化传媒
41,3592,601816,京沪高铁,详细  数据  股吧,4.53,0.0,47.19,46.19,1.19,1.14,7.61,14.95,物流行业
42,3593,601818,光大银行,详细  数据  股吧,3.13,0.32,3.88,3.90,0.44,0.26,1.11,-0.66,银行
43,3594,601825,沪农商行,详细  数据  股吧,6.34,0.0,5.88,6.31,0.63,0.31,2.48,1.36,银行
44,3595,601827,三峰环境,详细  数据  股吧,6.99,-0.57,11.66,9.47,1.29,0.16,2.02,6.65,环保行业
45,3596,601828,美凯龙,详细  数据  股吧,5.42,-1.09,11.67,11.53,0.44,0.71,1.52,4.0,商业百货
46,3597,601838,成都银行,详细  数据  股吧,16.05,-0.19,6.98,7.40,1.21,0.21,3.11,-22.24,银行
47,3598,601857,中国石油,详细  数据  股吧,5.23,1.16,9.25,10.39,0.73,0.02,0.34,2.24,石油行业
48,3599,601858,中国科传,详细  数据  股吧,8.03,-1.83,13.18,13.05,1.39,3.05,2.41,13.08,文化传媒
49,3600,601860,紫金银行,详细  数据  股吧,2.85,-0.35,6.73,6.89,0.66,1.28,2.3,-1.87,银行
0,3601,601865,福莱特,详细  数据  股吧,44.2,3.73,55.21,44.76,7.75,2.19,9.33,94.7,光伏设备
1,3602,601866,中远海发,详细  数据  股吧,3.0,-0.99,6.14,6.69,1.4,0.02,1.09,2.24,航运港口
2,3603,601868,中国能建,详细  数据  股吧,2.32,-0.85,14.57,14.87,1.13,0.34,0.29,13.87,工程建设
3,3604,601869,长飞光纤,详细  数据  股吧,26.38,0.73,24.16,28.22,2.0,0.79,1.89,32.11,通信设备
4,3605,601872,招商轮船,详细  数据  股吧,5.83,-0.68,10.90,13.10,1.7,0.04,1.82,7.25,航运港口
5,3606,601877,正泰电器,详细  数据  股吧,34.99,2.97,19.46,22.12,2.32,-,1.76,8.35,电网设备
6,3607,601878,浙商证券,详细  数据  股吧,9.14,0.0,16.89,16.14,1.47,0.48,2.18,131.43,证券
7,3608,601880,辽港股份,详细  数据  股吧,1.7,0.0,22.58,21.28,1.06,0.05,3.31,10.58,航运港口
8,3609,601881,中国银河,详细  数据  股吧,8.72,-0.46,8.84,8.48,1.03,0.17,2.47,1.35,证券
9,3610,601882,海天精工,详细  数据  股吧,17.13,1.9,21.33,24.10,5.09,0.11,3.09,20.05,通用设备
10,3611,601886,江河集团,详细  数据  股吧,5.7,-2.9,-,-,1.03,-,0.31,9.5,装修装饰
11,3612,601888,中国中免,详细  数据  股吧,174.92,0.34,36.45,35.38,10.64,0.76,5.15,48.67,旅游酒店
12,3613,601890,亚星锚链,详细  数据  股吧,6.52,0.31,54.15,51.62,1.97,1.34,5.11,77.92,船舶制造
13,3614,601898,中煤能源,详细  数据  股吧,9.65,1.47,7.73,9.63,1.05,0.06,0.52,2.46,煤炭行业
14,3615,601899,紫金矿业,详细  数据  股吧,9.97,2.78,13.61,16.75,3.34,0.08,1.08,9.29,贵金属
15,3616,601900,南方传媒,详细  数据  股吧,7.53,-1.57,8.65,8.35,0.93,1.59,0.87,3.8,文化传媒
16,3617,601901,方正证券,详细  数据  股吧,6.09,0.33,35.54,27.51,1.2,0.45,6.08,3.55,证券
17,3618,601908,京运通,详细  数据  股吧,5.84,2.28,22.75,17.03,1.3,0.23,2.21,29.17,电力行业
18,3619,601916,浙商银行,详细  数据  股吧,3.29,-0.6,5.31,5.53,0.54,1.94,1.23,0.86,银行
19,3620,601918,新集能源,详细  数据  股吧,4.95,1.85,5.19,5.27,1.27,0.03,1.02,3.04,煤炭行业
20,3621,601919,中远海控,详细  数据  股吧,14.26,0.42,2.25,2.56,1.42,0.00,0.61,1.11,航运港口
21,3622,601921,浙版传媒,详细  数据  股吧,7.38,-0.14,11.91,12.45,1.35,0.79,1.37,9.55,文化传媒
22,3623,601928,凤凰传媒,详细  数据  股吧,7.29,-0.95,8.30,7.55,1.12,0.14,1.42,5.86,文化传媒
23,3624,601929,吉视传媒,详细  数据  股吧,1.97,-1.99,342.50,244.95,0.92,-,3.13,7.63,文化传媒
24,3625,601933,永辉超市,详细  数据  股吧,4.65,-3.33,-,-,3.78,0.02,0.46,6.05,商业百货
25,3626,601939,建设银行,详细  数据  股吧,5.96,-0.67,4.84,4.93,0.58,0.41,1.77,2.25,银行
26,3627,601949,中国出版,详细  数据  股吧,4.5,-1.75,10.91,10.52,1.06,2.05,1.33,8.22,文化传媒
27,3628,601952,苏垦农发,详细  数据  股吧,16.13,-6.6,29.46,30.16,3.76,2.74,1.98,17.13,农牧饲渔
28,3629,601956,东贝集团,详细  数据  股吧,5.77,0.17,69.88,92.53,1.72,-,0.49,-24.09,家电行业
29,3630,601958,金钼股份,详细  数据  股吧,7.5,-1.57,34.74,48.91,1.96,0.20,2.82,29.26,小金属
30,3631,601963,重庆银行,详细  数据  股吧,7.63,-0.39,5.67,5.68,0.61,1.03,1.89,-2.14,银行
31,3632,601965,中国汽研,详细  数据  股吧,14.95,1.36,21.02,21.38,2.63,0.91,4.16,19.81,汽车服务
32,3633,601966,玲珑轮胎,详细  数据  股吧,20.1,0.95,147.59,37.83,1.6,-,1.66,40.11,橡胶制品
33,3634,601968,宝钢包装,详细  数据  股吧,6.82,10.0,30.52,28.57,2.12,0.35,1.06,14.94,包装材料
34,3635,601969,海南矿业,详细  数据  股吧,7.91,1.67,18.36,18.29,2.77,0.04,3.59,13.54,钢铁行业
35,3636,601975,招商南油,详细  数据  股吧,3.11,4.01,51.35,50.91,2.57,-,3.73,19.31,航运港口
36,3637,601985,中国核电,详细  数据  股吧,6.99,-0.14,14.57,16.39,1.7,0.40,2.01,3.31,电力行业
37,3638,601988,中国银行,详细  数据  股吧,3.2,0.31,4.28,4.35,0.48,0.34,1.55,-30.02,银行
38,3639,601989,中国重工,详细  数据  股吧,3.5,-0.28,1108.31,362.91,0.94,-,2.07,-18.84,船舶制造
39,3640,601990,南京证券,详细  数据  股吧,7.53,0.27,29.98,28.40,1.67,1.45,10.5,850.62,证券
40,3641,601991,大唐发电,详细  数据  股吧,2.38,-1.65,-,-,1.53,-,0.41,5.1,电力行业
41,3642,601992,金隅集团,详细  数据  股吧,2.85,0.0,10.19,10.38,0.64,3.15,0.25,2.38,水泥建材
42,3643,601995,中金公司,详细  数据  股吧,37.16,0.35,16.98,16.64,2.32,0.31,6.13,3.67,证券
43,3644,601996,丰林集团,详细  数据  股吧,2.96,0.34,18.67,20.24,1.19,-,1.65,10.92,装修建材
44,3645,601997,贵阳银行,详细  数据  股吧,6.05,-0.17,3.65,3.66,0.45,1.75,1.47,-1.08,银行
45,3646,601998,中信银行,详细  数据  股吧,4.68,0.0,3.99,4.12,0.44,0.28,1.11,-15.78,银行
46,3647,601999,出版传媒,详细  数据  股吧,5.4,-0.37,26.24,27.35,1.24,-,1.0,14.87,文化传媒
47,3648,603000,人民网,详细  数据  股吧,9.26,-0.22,59.31,61.73,3.06,-,4.75,24.01,文化传媒
48,3649,603001,奥康国际,详细  数据  股吧,7.18,-1.1,-,84.55,0.83,-,1.0,7.72,纺织服装
49,3650,603002,宏昌电子,详细  数据  股吧,5.19,0.58,13.52,12.52,2.2,0.21,1.05,10.8,电子元件
0,3651,603003,龙宇燃油,详细  数据  股吧,6.69,-0.89,-,-,0.75,0.08,0.32,4.38,贸易行业
1,3652,603005,晶方科技,详细  数据  股吧,31.67,4.73,23.93,22.45,3.28,0.43,9.32,24.69,半导体
2,3653,603006,联明股份,详细  数据  股吧,8.38,1.95,17.23,15.54,1.52,0.19,1.78,16.34,汽车零部件
3,3654,603007,ST花王,详细  数据  股吧,3.34,-0.6,-,-,2.36,0.00,7.34,6.55,工程建设
4,3655,603008,喜临门,详细  数据  股吧,27.3,-0.66,20.02,18.93,3.26,0.23,1.33,29.23,装修建材
5,3656,603009,北特科技,详细  数据  股吧,6.09,0.16,32.75,33.56,1.29,0.31,1.26,76.21,汽车零部件
6,3657,603010,万盛股份,详细  数据  股吧,15.76,0.0,12.40,11.27,2.33,0.11,2.28,9.81,塑料制品
7,3658,603011,合锻智能,详细  数据  股吧,5.83,-0.51,36.26,44.80,1.3,0.18,2.13,-18.84,专用设备
8,3659,603012,创力集团,详细  数据  股吧,5.5,0.18,10.49,11.36,1.19,-,1.31,7.77,专用设备
9,3660,603013,亚普股份,详细  数据  股吧,13.33,2.22,13.37,13.74,1.88,-,0.85,8.47,汽车零部件
10,3661,603015,弘讯科技,详细  数据  股吧,5.62,0.72,29.88,25.57,1.73,0.74,2.51,22.18,专用设备
11,3662,603016,新宏泰,详细  数据  股吧,17.19,1.9,47.76,48.07,3.19,-,4.38,37.94,电网设备
12,3663,603017,中衡设计,详细  数据  股吧,9.23,0.65,-,-,1.84,-,1.43,6.09,工程咨询服务
13,3664,603018,华设集团,详细  数据  股吧,8.86,-2.74,9.58,9.80,1.52,1.43,1.02,14.41,工程咨询服务
14,3665,603019,中科曙光,详细  数据  股吧,25.2,0.64,30.98,31.85,2.88,0.63,3.24,-29.26,计算机设备
15,3666,603020,爱普股份,详细  数据  股吧,9.35,0.21,20.46,18.99,1.14,1.95,1.08,20.9,食品饮料
16,3667,603021,山东华鹏,详细  数据  股吧,4.47,-1.54,-,-,1.66,0.00,1.74,-23.84,玻璃玻纤
17,3668,603022,新通联,详细  数据  股吧,8.2,-0.12,67.36,79.65,2.35,-,2.21,86.44,包装材料
18,3669,603023,威帝股份,详细  数据  股吧,4.99,1.42,414.66,419.18,3.67,-,39.27,81.9,汽车零部件
19,3670,603025,大豪科技,详细  数据  股吧,22.84,9.54,58.61,58.98,12.56,0.96,13.79,76.55,专用设备
20,3671,603026,石大胜华,详细  数据  股吧,104.5,1.78,15.17,17.97,5.95,0.03,2.97,16.56,化学制品
21,3672,603027,千禾味业,详细  数据  股吧,16.69,-1.36,56.31,60.21,6.26,3.82,6.91,53.39,食品饮料
22,3673,603028,赛福天,详细  数据  股吧,9.3,6.65,45.81,46.87,3.26,8.28,2.93,-237.1,通用设备
23,3674,603029,天鹅股份,详细  数据  股吧,14.4,-1.3,35.97,37.20,1.79,0.16,2.54,10.96,专用设备
24,3675,603030,全筑股份,详细  数据  股吧,3.1,-1.9,-,-,1.71,0.00,0.49,28.59,装修装饰
25,3676,603031,安德利,详细  数据  股吧,39.96,-1.11,-,-,7.59,0.20,2.07,14.75,商业百货
26,3677,603032,德新交运,详细  数据  股吧,73.75,2.06,103.05,174.51,14.7,0.09,31.27,173.76,铁路公路
27,3678,603033,三维股份,详细  数据  股吧,22.96,-1.33,126.35,110.20,4.42,-,3.71,87.42,橡胶制品
28,3679,603035,常熟汽饰,详细  数据  股吧,14.65,1.88,14.07,13.25,1.34,0.87,2.03,12.88,汽车零部件
29,3680,603036,如通股份,详细  数据  股吧,7.94,-0.38,29.39,29.54,1.41,-,6.01,35.2,专用设备
30,3681,603037,凯众股份,详细  数据  股吧,15.26,0.66,21.46,19.01,1.82,13.76,2.96,14.69,汽车零部件
31,3682,603038,华立股份,详细  数据  股吧,7.99,-1.84,152.98,76.49,1.24,-,1.49,32.18,装修装饰
32,3683,603039,ST泛微,详细  数据  股吧,35.62,5.01,31.17,30.07,4.89,0.93,4.54,29.36,软件开发
33,3684,603040,新坐标,详细  数据  股吧,15.28,0.79,14.54,14.54,2.04,-,4.82,16.97,汽车零部件
34,3685,603041,美思德,详细  数据  股吧,11.06,-0.9,30.94,31.74,2.14,-,3.86,29.3,化学制品
35,3686,603042,华脉科技,详细  数据  股吧,9.05,-0.98,685.20,172.73,1.38,-,1.14,-31.1,通信设备
36,3687,603043,广州酒家,详细  数据  股吧,22.85,0.18,23.04,23.24,4.24,1.12,3.27,16.13,食品饮料
37,3688,603045,福达合金,详细  数据  股吧,16.71,10.01,42.92,40.28,2.63,1.49,0.78,6.65,有色金属
38,3689,603048,浙江黎明,详细  数据  股吧,18.19,0.66,35.07,26.97,2.04,-,4.66,26.8,汽车零部件
39,3690,603050,科林电气,详细  数据  股吧,12.06,0.58,21.55,22.08,1.51,-,0.92,-9.26,电网设备
40,3691,603051,鹿山新材,详细  数据  股吧,41.02,-7.19,32.40,33.41,2.88,0.00,2.0,-38.62,塑料制品
41,3692,603053,成都燃气,详细  数据  股吧,8.98,-0.66,16.06,16.33,1.95,0.89,1.76,10.87,燃气
42,3693,603055,台华新材,详细  数据  股吧,9.69,0.73,17.52,18.16,2.21,0.05,1.89,12.76,纺织服装
43,3694,603056,德邦股份,详细  数据  股吧,13.37,1.06,261.65,96.12,2.3,-,0.44,5.46,物流行业
44,3695,603058,永吉股份,详细  数据  股吧,7.02,-3.17,27.05,21.38,2.71,-,6.5,-168.56,造纸印刷
45,3696,603059,倍加洁,详细  数据  股吧,17.8,-1.28,35.60,23.80,1.65,-,1.83,25.22,美容护理
46,3697,603060,国检集团,详细  数据  股吧,12.87,-0.54,32.54,30.74,4.98,2.85,3.42,25.65,专业服务
47,3698,603063,禾望电气,详细  数据  股吧,29.04,3.83,45.10,45.31,3.92,6.41,5.7,60.48,风电设备
48,3699,603066,音飞储存,详细  数据  股吧,11.49,5.8,25.97,27.40,2.95,0.63,3.17,87.3,物流行业
49,3700,603067,振华股份,详细  数据  股吧,11.49,1.68,15.63,18.80,2.58,0.13,1.87,10.44,化学原料
0,3701,603068,博通集成,详细  数据  股吧,29.68,1.09,86.57,76.80,2.21,0.48,4.16,47.27,半导体
1,3702,603069,海汽集团,详细  数据  股吧,12.02,0.0,-,-,4.12,-,5.01,-1579.46,铁路公路
2,3703,603070,万控智造,详细  数据  股吧,19.55,4.66,41.65,41.26,4.3,0.00,3.57,106.17,电网设备
3,3704,603071,物产环能,详细  数据  股吧,21.8,3.22,11.05,12.04,2.99,0.10,0.2,13.51,贸易行业
4,3705,603076,乐惠国际,详细  数据  股吧,27.72,-1.0,121.32,72.34,2.55,-,3.1,-13.26,专用设备
5,3706,603077,和邦生物,详细  数据  股吧,3.19,0.63,7.38,9.32,1.76,0.00,2.5,8.14,化学原料
6,3707,603078,江化微,详细  数据  股吧,24.19,0.75,76.85,109.06,5.19,-,7.01,-391.07,电子化学品
7,3708,603079,圣达生物,详细  数据  股吧,12.7,-1.7,29.71,28.70,1.62,-,2.78,50.83,食品饮料
8,3709,603080,新疆火炬,详细  数据  股吧,12.91,-0.23,17.49,17.88,1.39,0.55,2.01,9.17,燃气
9,3710,603081,大丰实业,详细  数据  股吧,10.5,-1.5,10.88,10.99,1.67,0.39,1.43,-8.1,装修装饰
10,3711,603083,剑桥科技,详细  数据  股吧,9.41,-1.57,-,35.76,1.47,0.42,0.92,27.06,通信设备
11,3712,603085,天成自控,详细  数据  股吧,7.58,3.13,133.23,99.50,2.67,-,1.59,26.95,汽车零部件
12,3713,603086,先达股份,详细  数据  股吧,13.92,-3.8,13.29,17.41,1.61,13.46,1.33,8.4,农药兽药
13,3714,603087,甘李药业,详细  数据  股吧,42.49,-1.09,17.34,16.42,2.32,0.94,6.36,21.66,生物制品
14,3715,603088,宁波精达,详细  数据  股吧,8.51,-0.58,27.52,30.49,4.57,1.01,4.63,16.2,通用设备
15,3716,603089,正裕工业,详细  数据  股吧,7.4,0.68,74.07,26.28,1.57,-,1.0,-62.07,汽车零部件
16,3717,603090,宏盛股份,详细  数据  股吧,26.47,4.67,180.58,180.50,5.14,0.58,4.33,-37.76,通用设备
17,3718,603093,南华期货,详细  数据  股吧,9.51,-1.65,24.48,23.82,1.89,0.13,0.58,1.15,多元金融
18,3719,603095,越剑智能,详细  数据  股吧,20.56,-1.2,8.44,8.38,1.19,0.03,1.73,8.27,专用设备
19,3720,603096,新经典,详细  数据  股吧,17.42,-1.3,23.75,21.67,1.44,-,3.1,11.89,文化传媒
20,3721,603097,江苏华辰,详细  数据  股吧,16.35,10.03,27.08,33.36,4.9,0.00,2.96,53.33,电网设备
21,3722,603098,森特股份,详细  数据  股吧,32.63,3.55,627.00,535.78,6.52,-,5.59,108.03,工程建设
22,3723,603099,长白山,详细  数据  股吧,7.71,-0.64,-,-,2.21,-,10.13,-4803.73,旅游酒店
23,3724,603100,川仪股份,详细  数据  股吧,14.4,-1.3,11.45,10.56,1.73,0.31,0.98,6.59,仪器仪表
24,3725,603101,汇嘉时代,详细  数据  股吧,6.66,-3.34,43.94,59.74,2.08,0.33,1.28,9.09,商业百货
25,3726,603102,百合股份,详细  数据  股吧,38.79,-2.29,16.92,16.77,1.84,0.00,3.74,17.91,食品饮料
26,3727,603103,横店影视,详细  数据  股吧,10.9,0.83,-,505.78,4.41,-,3.13,14.04,文化传媒
27,3728,603105,芯能科技,详细  数据  股吧,9.57,0.74,43.31,43.50,2.95,1.11,10.07,12.51,光伏设备
28,3729,603106,恒银科技,详细  数据  股吧,4.76,-1.04,-,130.29,1.54,21.89,3.81,114.78,计算机设备
29,3730,603108,润达医疗,详细  数据  股吧,9.58,-0.52,16.73,14.60,1.64,1.21,0.62,23.17,医疗服务
30,3731,603109,神驰机电,详细  数据  股吧,19.46,-0.76,19.25,15.02,1.96,0.19,1.1,147.86,汽车零部件
31,3732,603110,东方材料,详细  数据  股吧,36.99,6.57,167.32,133.65,10.87,16.93,19.75,439.05,化学制品
32,3733,603111,康尼机电,详细  数据  股吧,4.25,-1.16,15.30,11.40,1.25,-,1.29,11.1,交运设备
33,3734,603112,华翔股份,详细  数据  股吧,13.36,-0.52,16.43,17.81,2.69,0.53,1.63,25.47,家电行业
34,3735,603113,金能科技,详细  数据  股吧,9.96,-0.4,14.59,9.11,0.99,4.21,0.61,7.58,化学原料
35,3736,603115,海星股份,详细  数据  股吧,22.0,4.61,20.66,23.79,2.58,0.24,2.97,30.22,有色金属
36,3737,603116,红蜻蜓,详细  数据  股吧,5.15,-1.34,192.72,131.74,0.9,-,1.21,13.06,纺织服装
37,3738,603117,ST万林,详细  数据  股吧,2.3,2.22,-,-,0.73,-,2.74,-2.44,物流行业
38,3739,603118,共进股份,详细  数据  股吧,6.72,0.45,13.81,13.46,1.06,0.84,0.5,17.86,通信设备
39,3740,603121,华培动力,详细  数据  股吧,8.32,1.34,47.44,32.28,1.89,3.14,2.43,25.42,汽车零部件
40,3741,603122,合富中国,详细  数据  股吧,14.48,-7.06,70.94,71.84,4.93,0.00,4.64,82.88,医疗器械
41,3742,603123,翠微股份,详细  数据  股吧,14.4,-1.3,67.98,69.57,2.9,0.72,3.32,48.16,商业百货
42,3743,603126,中材节能,详细  数据  股吧,6.6,0.46,27.98,28.81,2.07,10.20,1.48,19.12,环保行业
43,3744,603127,昭衍新药,详细  数据  股吧,97.28,0.4,62.98,66.59,5.11,0.62,23.4,51.13,医疗服务
44,3745,603128,华贸物流,详细  数据  股吧,9.28,0.0,13.45,14.52,2.26,0.22,0.46,23.02,物流行业
45,3746,603129,春风动力,详细  数据  股吧,121.7,0.91,43.35,44.38,4.91,3.20,2.13,237.8,交运设备
46,3747,603131,上海沪工,详细  数据  股吧,12.99,0.31,29.16,28.63,2.97,1.70,3.09,106.69,通用设备
47,3748,603132,金徽股份,详细  数据  股吧,12.07,-0.74,26.11,25.50,3.57,0.00,9.67,16.79,有色金属
48,3749,603133,碳元科技,详细  数据  股吧,8.89,-1.98,-,-,5.2,0.01,8.87,-38.87,消费电子
49,3750,603136,天目湖,详细  数据  股吧,22.99,-4.76,123.89,83.16,3.73,-,10.79,33.39,旅游酒店
0,3751,603138,海量数据,详细  数据  股吧,13.3,0.08,-,334.15,4.04,24.95,9.48,402.05,软件开发
1,3752,603139,康惠制药,详细  数据  股吧,16.3,-1.75,45.01,44.63,1.54,4.66,3.51,32.39,中药
2,3753,603150,万朗磁塑,详细  数据  股吧,27.65,-1.25,15.96,16.41,1.83,0.00,1.51,-44.89,塑料制品
3,3754,603155,新亚强,详细  数据  股吧,48.06,-0.78,21.71,23.40,3.26,0.17,7.36,23.34,化学制品
4,3755,603156,养元饮品,详细  数据  股吧,22.75,0.13,15.19,13.64,2.22,0.43,4.29,17.10,食品饮料
5,3756,603157,退市拉夏,详细  数据  股吧,0.59,-7.81,-,-,-0.21,-,0.94,-89.04,纺织服装
6,3757,603158,腾龙股份,详细  数据  股吧,9.08,1.23,43.49,35.19,1.67,-,1.39,26.23,汽车零部件
7,3758,603159,上海亚虹,详细  数据  股吧,13.36,-2.62,57.92,49.69,3.98,-,2.9,23.57,专用设备
8,3759,603160,汇顶科技,详细  数据  股吧,56.99,0.48,40.04,30.40,3.2,-,5.06,-456.53,半导体
9,3760,603161,科华控股,详细  数据  股吧,10.19,0.1,-,-,1.11,-,0.7,3.59,汽车零部件
10,3761,603165,荣晟环保,详细  数据  股吧,13.63,-0.51,12.34,12.67,1.86,0.46,1.41,26.19,造纸印刷
11,3762,603166,福达股份,详细  数据  股吧,7.01,4.01,25.70,21.74,1.7,7.26,2.87,21.73,汽车零部件
12,3763,603167,渤海轮渡,详细  数据  股吧,6.81,-2.58,15.82,15.97,0.89,0.33,2.38,12.85,航运港口
13,3764,603168,莎普爱思,详细  数据  股吧,8.07,-1.34,49.29,73.01,1.89,-,4.16,21.90,化学制药
14,3765,603169,兰石重装,详细  数据  股吧,6.83,0.44,69.61,72.70,2.98,-,2.16,45.82,专用设备
15,3766,603171,税友股份,详细  数据  股吧,26.7,1.64,48.23,46.96,4.41,-,6.66,138.77,互联网服务
16,3767,603176,汇通集团,详细  数据  股吧,9.87,-3.42,69.34,54.99,5.01,-,1.95,-35.11,工程建设
